0	0	3	27	0	0	7	0	169	147	159	202	99	210	115	21	18	26	49	25	52	0	0	0	0	0	0	0	0	0	0	
0	0	14	197	0	0	0	0	163	152	107	180	69	121	170	301	19	13	67	23	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	123	0	0	0	17	392	761	703	718	555	557	815	351	96	116	217	141	94	32	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	203	343	369	344	492	534	458	593	542	220	555	313	368	203	101	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	128	204	433	369	335	603	504	371	1000	610	147	444	217	248	115	29	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	121	310	446	221	391	375	647	221	650	395	436	559	210	479	165	85	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	148	322	388	414	816	673	512	624	689	375	553	856	323	224	225	624	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	157	240	210	432	418	456	352	390	600	456	322	327	573	24	931	993	105	126	0	0	0	0	0	0	0	
0	0	0	0	8	0	78	110	157	300	119	466	339	247	435	274	233	179	568	57	315	572	162	279	0	0	0	0	0	0	0	
0	0	0	0	0	0	29	57	86	144	195	308	456	458	175	133	73	144	503	163	609	417	570	240	0	0	0	0	0	0	0	
0	0	0	0	0	27	132	133	224	295	179	325	300	37	11	47	49	111	190	259	236	474	594	138	0	0	0	0	0	0	0	
0	0	0	0	0	87	31	42	148	123	105	115	182	0	0	0	9	23	115	133	134	124	279	138	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	77	18	2	0	6	72	0	0	0	0	0	18	20	75	25	95	152	0	0	0	0	0	0	0	
0	0	0	0	0	0	21	36	30	34	4	6	0	0	0	0	0	0	22	39	102	115	98	52	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	30	53	75	29	53	0	0	0	0	0	0	35	43	43	8	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	6	59	68	17	79	0	0	0	0	0	0	32	33	41	23	0	4	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	23	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	49	28	0	4	0	0	0	0	0	5	25	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	97	36	1	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	38	140	167	125	31	0	0	0	17	48	132	356	116	17	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	133	236	137	168	67	0	0	0	52	69	91	335	154	3	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	112	53	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	161	127	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	98	106	86	8	0	0	0	0	188	234	250	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	1	31	82	4	0	0	0	0	194	167	95	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	131	247	0	0	0	0	0	29	34	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	360	201	0	436	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	37	395	142	0	545	210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	16	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
